Geometric Albedo

Wavelength	Metal-rich	Ultramafic	Feldspathic	Basaltic	Granitoid	Clay	Ice-rich-silicate	Fe-oxidized	
micron			

1.427593e+00	1.533062e-01	3.926502e-01	5.091502e-01	2.345007e-01	5.401870e-01	5.435651e-01	2.954177e-01	1.958667e-01	
1.440303e+00	1.541859e-01	4.029543e-01	5.117566e-01	2.345837e-01	5.416399e-01	5.640117e-01	2.659118e-01	1.966651e-01	
1.453125e+00	1.580588e-01	4.129208e-01	5.140091e-01	2.346186e-01	5.428064e-01	5.732805e-01	2.358472e-01	1.961183e-01	
1.466062e+00	1.607071e-01	4.229629e-01	5.165670e-01	2.346675e-01	5.448770e-01	5.763127e-01	2.095897e-01	1.966459e-01	
1.479114e+00	1.613906e-01	4.325791e-01	5.189847e-01	2.346970e-01	5.462007e-01	5.924950e-01	1.875955e-01	1.965856e-01	
1.492283e+00	1.627675e-01	4.424901e-01	5.213231e-01	2.347398e-01	5.479259e-01	6.017328e-01	1.763032e-01	1.958159e-01	
1.505568e+00	1.653650e-01	4.521753e-01	5.230888e-01	2.347415e-01	5.492704e-01	6.091253e-01	1.758360e-01	1.964652e-01	
1.518972e+00	1.663230e-01	4.605126e-01	5.254358e-01	2.346995e-01	5.502488e-01	6.115699e-01	1.766994e-01	1.967195e-01	
1.532495e+00	1.679386e-01	4.692508e-01	5.283962e-01	2.346560e-01	5.529958e-01	6.186778e-01	1.782376e-01	1.961464e-01	
1.546139e+00	1.692294e-01	4.769168e-01	5.298013e-01	2.345907e-01	5.541112e-01	6.205962e-01	1.806779e-01	1.964212e-01	
1.559904e+00	1.714504e-01	4.837064e-01	5.315427e-01	2.344780e-01	5.561051e-01	6.251246e-01	1.829712e-01	1.962323e-01	
1.573791e+00	1.720663e-01	4.891053e-01	5.332400e-01	2.343550e-01	5.570668e-01	6.302834e-01	1.888114e-01	1.961687e-01	
1.587802e+00	1.729887e-01	4.938627e-01	5.346785e-01	2.342123e-01	5.591932e-01	6.303104e-01	1.956683e-01	1.954427e-01	
1.601938e+00	1.743672e-01	4.967781e-01	5.355055e-01	2.340812e-01	5.602331e-01	6.320724e-01	2.019026e-01	1.957103e-01	
1.616200e+00	1.747904e-01	4.991514e-01	5.369038e-01	2.338725e-01	5.618109e-01	6.345608e-01	2.060595e-01	1.959359e-01	
1.630589e+00	1.754964e-01	4.998040e-01	5.374203e-01	2.336432e-01	5.630797e-01	6.336143e-01	2.049378e-01	1.959672e-01	
1.645106e+00	1.765704e-01	5.008061e-01	5.385897e-01	2.334289e-01	5.647708e-01	6.352292e-01	2.036101e-01	1.964217e-01	
1.659752e+00	1.766587e-01	4.999488e-01	5.388363e-01	2.331910e-01	5.667694e-01	6.355297e-01	2.095991e-01	1.960640e-01	
1.674528e+00	1.769494e-01	4.981054e-01	5.399389e-01	2.329479e-01	5.677686e-01	6.357661e-01	2.186162e-01	1.967693e-01	
1.689436e+00	1.771218e-01	4.965001e-01	5.408854e-01	2.326597e-01	5.692811e-01	6.376072e-01	2.271425e-01	1.968226e-01	
1.704477e+00	1.791535e-01	4.940718e-01	5.421545e-01	2.323412e-01	5.722726e-01	6.340071e-01	2.349567e-01	1.970321e-01	
1.719652e+00	1.787714e-01	4.911913e-01	5.422050e-01	2.320034e-01	5.730768e-01	6.288713e-01	2.418048e-01	1.957014e-01	
1.734961e+00	1.788593e-01	4.882454e-01	5.424892e-01	2.316849e-01	5.749944e-01	6.271996e-01	2.475488e-01	1.963265e-01	
1.750407e+00	1.802143e-01	4.839361e-01	5.428094e-01	2.313505e-01	5.765313e-01	6.209774e-01	2.518259e-01	1.965787e-01	
1.765991e+00	1.812898e-01	4.811097e-01	5.429997e-01	2.310129e-01	5.779926e-01	6.143813e-01	2.550195e-01	1.966716e-01	
1.781713e+00	1.809733e-01	4.776310e-01	5.434542e-01	2.306452e-01	5.797449e-01	6.102418e-01	2.567092e-01	1.963615e-01	
1.797576e+00	1.799784e-01	4.748786e-01	5.441326e-01	2.302387e-01	5.808132e-01	6.044960e-01	2.582399e-01	1.966541e-01	
1.813579e+00	1.800516e-01	4.716939e-01	5.445136e-01	2.298475e-01	5.817533e-01	5.989190e-01	2.591464e-01	1.961397e-01	
1.829725e+00	1.807524e-01	4.696735e-01	5.454698e-01	2.294341e-01	5.836682e-01	5.961295e-01	2.595024e-01	1.962890e-01	
1.846015e+00	1.813949e-01	4.676006e-01	5.457316e-01	2.290659e-01	5.848823e-01	5.877010e-01	2.577627e-01	1.967678e-01	
1.862450e+00	1.807068e-01	4.659777e-01	5.460218e-01	2.287201e-01	5.866127e-01	5.666378e-01	2.510877e-01	1.959195e-01	
1.879031e+00	1.804849e-01	4.649276e-01	5.463700e-01	2.283391e-01	5.873419e-01	5.054459e-01	2.364030e-01	1.954846e-01	
1.895759e+00	1.808531e-01	4.636752e-01	5.457942e-01	2.278355e-01	5.876563e-01	3.956279e-01	2.134441e-01	1.966475e-01	
1.912637e+00	1.805340e-01	4.633648e-01	5.460753e-01	2.274533e-01	5.896926e-01	3.878711e-01	1.853913e-01	1.956059e-01	
1.929665e+00	1.804903e-01	4.639820e-01	5.461215e-01	2.271684e-01	5.909202e-01	4.326075e-01	1.646091e-01	1.962332e-01	
1.946844e+00	1.793629e-01	4.652844e-01	5.459989e-01	2.269074e-01	5.916227e-01	4.522974e-01	1.522038e-01	1.961343e-01	
1.964177e+00	1.802890e-01	4.668707e-01	5.459239e-01	2.266881e-01	5.946272e-01	4.606322e-01	1.426617e-01	1.963723e-01	
1.981663e+00	1.812867e-01	4.700174e-01	5.462792e-01	2.264285e-01	5.969643e-01	4.745856e-01	1.376801e-01	1.970430e-01	
1.999306e+00	1.821811e-01	4.730865e-01	5.467583e-01	2.261952e-01	5.982422e-01	4.916657e-01	1.366645e-01	1.967504e-01	
2.017105e+00	1.807536e-01	4.775634e-01	5.470258e-01	2.259962e-01	6.001280e-01	5.069678e-01	1.377505e-01	1.974602e-01	
2.035063e+00	1.815664e-01	4.821709e-01	5.469859e-01	2.258204e-01	6.015970e-01	5.202500e-01	1.405669e-01	1.981117e-01	
2.053181e+00	1.824161e-01	4.877334e-01	5.469155e-01	2.256613e-01	6.033068e-01	5.381234e-01	1.450022e-01	1.985517e-01	
2.071460e+00	1.825552e-01	4.930373e-01	5.470240e-01	2.254898e-01	6.048351e-01	5.395092e-01	1.509138e-01	1.987412e-01	
2.089902e+00	1.822058e-01	4.992717e-01	5.474972e-01	2.253727e-01	6.065717e-01	5.264059e-01	1.591953e-01	1.988091e-01	
2.108508e+00	1.826226e-01	5.065500e-01	5.478127e-01	2.252645e-01	6.084728e-01	5.190743e-01	1.713868e-01	2.005777e-01	
2.127279e+00	1.839804e-01	5.137884e-01	5.478025e-01	2.251802e-01	6.116958e-01	5.146681e-01	1.888615e-01	1.993176e-01	
2.146218e+00	1.849996e-01	5.204443e-01	5.477178e-01	2.250946e-01	6.123926e-01	5.221766e-01	2.043679e-01	1.992181e-01	
2.165326e+00	1.848076e-01	5.267763e-01	5.478595e-01	2.250331e-01	6.116115e-01	5.343231e-01	2.174315e-01	1.995083e-01	
2.184603e+00	1.854149e-01	5.334243e-01	5.486134e-01	2.249861e-01	6.109900e-01	5.367130e-01	2.290384e-01	1.995401e-01	
2.204052e+00	1.857305e-01	5.395864e-01	5.493934e-01	2.249366e-01	6.116318e-01	5.308809e-01	2.392687e-01	2.000332e-01	
2.223675e+00	1.861228e-01	5.447695e-01	5.503914e-01	2.249690e-01	6.123926e-01	5.123721e-01	2.473290e-01	2.021098e-01	
2.243472e+00	1.867760e-01	5.501859e-01	5.509293e-01	2.250666e-01	6.132049e-01	4.633629e-01	2.510808e-01	2.012191e-01	
2.263445e+00	1.845043e-01	5.533457e-01	5.512808e-01	2.240361e-01	6.121092e-01	4.307485e-01	2.439722e-01	2.013648e-01	
2.283596e+00	1.818813e-01	5.557038e-01	5.516865e-01	2.224395e-01	6.099962e-01	4.042236e-01	2.334992e-01	2.008719e-01	
2.303926e+00	1.793783e-01	5.580858e-01	5.520991e-01	2.208633e-01	6.079719e-01	3.753945e-01	2.224824e-01	2.003523e-01	
2.324438e+00	1.770751e-01	5.601848e-01	5.523500e-01	2.193871e-01	6.055851e-01	3.613898e-01	2.093257e-01	1.997048e-01	
2.345132e+00	1.749342e-01	5.620117e-01	5.525225e-01	2.179806e-01	6.031499e-01	3.932207e-01	1.987750e-01	1.993899e-01	
2.366010e+00	1.728870e-01	5.631133e-01	5.525542e-01	2.166647e-01	6.010884e-01	3.980431e-01	1.907670e-01	1.990474e-01	
2.387074e+00	1.709881e-01	5.643574e-01	5.534223e-01	2.153777e-01	5.989937e-01	3.773710e-01	1.847808e-01	1.986641e-01	
2.408326e+00	1.694635e-01	5.647733e-01	5.547856e-01	2.142077e-01	5.975093e-01	3.800544e-01	1.802936e-01	1.985267e-01	
2.429767e+00	1.680790e-01	5.649302e-01	5.562139e-01	2.130966e-01	5.960707e-01	3.724458e-01	1.764863e-01	1.982382e-01	
2.451399e+00	1.669294e-01	5.643401e-01	5.569320e-01	2.120223e-01	5.935981e-01	3.667935e-01	1.732729e-01	1.980837e-01	
2.473223e+00	1.659906e-01	5.631559e-01	5.583435e-01	2.110077e-01	5.910302e-01	3.606571e-01	1.705751e-01	1.978321e-01	
2.495242e+00	1.641437e-01	5.616412e-01	5.592178e-01	2.100477e-01	5.885487e-01	3.483365e-01	1.686244e-01	1.975797e-01	
2.517456e+00	1.626267e-01	5.602551e-01	5.598562e-01	2.091428e-01	5.864533e-01	3.390678e-01	1.687392e-01	1.972477e-01	
2.539869e+00	1.617014e-01	5.594618e-01	5.600537e-01	2.082475e-01	5.847591e-01	3.418308e-01	1.700758e-01	1.972635e-01	
2.562481e+00	1.612428e-01	5.578156e-01	5.600316e-01	2.073498e-01	5.802104e-01	3.319099e-01	1.715991e-01	1.973698e-01	
2.585294e+00	1.603173e-01	5.565348e-01	5.602997e-01	2.065256e-01	5.794988e-01	3.334699e-01	1.690418e-01	1.971626e-01	
2.608310e+00	1.593309e-01	5.547449e-01	5.601206e-01	2.056485e-01	5.769222e-01	3.324151e-01	1.576901e-01	1.969427e-01	
2.631532e+00	1.588112e-01	5.531853e-01	5.605245e-01	2.048280e-01	5.777419e-01	3.261129e-01	1.417819e-01	1.965213e-01	
2.654960e+00	1.589297e-01	5.505467e-01	5.604953e-01	2.038199e-01	5.730096e-01	3.019696e-01	1.362338e-01	1.959572e-01	
2.678596e+00	1.592643e-01	5.455809e-01	5.588211e-01	2.017908e-01	5.601648e-01	2.496991e-01	1.307812e-01	1.942341e-01	
2.702444e+00	1.572549e-01	5.327577e-01	5.546610e-01	1.989616e-01	5.097142e-01	1.201981e-01	1.254175e-01	1.886561e-01	
2.726503e+00	1.545753e-01	5.098616e-01	5.501935e-01	1.947144e-01	5.013818e-01	8.461686e-02	1.201368e-01	1.803653e-01	
2.750776e+00	1.491940e-01	4.973910e-01	5.439647e-01	1.912131e-01	4.981251e-01	9.967083e-02	1.149336e-01	1.710246e-01	
2.775266e+00	1.427435e-01	4.889758e-01	5.361464e-01	1.892672e-01	4.838259e-01	1.025169e-01	1.098031e-01	1.658777e-01	
2.799974e+00	1.336307e-01	4.824894e-01	5.290933e-01	1.877460e-01	4.745307e-01	1.010368e-01	1.047408e-01	1.645311e-01	
2.824901e+00	1.218516e-01	4.778181e-01	5.231078e-01	1.865831e-01	4.655617e-01	1.001099e-01	9.974279e-02	1.630080e-01	
2.850051e+00	1.086650e-01	4.733337e-01	5.170245e-01	1.856045e-01	4.574759e-01	1.108486e-01	9.480550e-02	1.614170e-01	
2.875425e+00	9.469840e-02	4.690365e-01	5.116192e-01	1.847399e-01	4.505436e-01	1.163155e-01	8.992571e-02	1.598637e-01	
2.901024e+00	8.236511e-02	4.651361e-01	5.074341e-01	1.840951e-01	4.459782e-01	1.118904e-01	8.510053e-02	1.588638e-01	
2.926851e+00	7.438136e-02	4.615526e-01	5.046043e-01	1.835978e-01	4.428340e-01	1.089900e-01	8.595234e-02	1.585511e-01	
2.952908e+00	6.912043e-02	4.541711e-01	5.032140e-01	1.833017e-01	4.386063e-01	1.131258e-01	8.732059e-02	1.587312e-01	
2.979198e+00	6.544286e-02	4.509676e-01	5.027900e-01	1.831915e-01	4.423886e-01	1.253234e-01	8.911746e-02	1.592533e-01	
3.005721e+00	6.352556e-02	4.572006e-01	5.038603e-01	1.831992e-01	4.441804e-01	1.379325e-01	9.183052e-02	1.601723e-01	
3.032480e+00	6.203378e-02	4.606319e-01	5.056456e-01	1.831532e-01	4.458444e-01	1.463385e-01	9.539288e-02	1.610529e-01	
3.059478e+00	6.120797e-02	4.611653e-01	5.078007e-01	1.828559e-01	4.493731e-01	1.530169e-01	1.009817e-01	1.616965e-01	
3.086716e+00	6.098023e-02	4.611424e-01	5.105695e-01	1.825177e-01	4.527926e-01	1.583785e-01	1.013085e-01	1.624076e-01	
3.114196e+00	6.227967e-02	4.613562e-01	5.133622e-01	1.824252e-01	4.566646e-01	1.652657e-01	1.001347e-01	1.635559e-01	
3.141922e+00	6.382824e-02	4.616047e-01	5.164224e-01	1.824667e-01	4.622702e-01	1.751961e-01	9.900504e-02	1.650421e-01	
3.169894e+00	6.562341e-02	4.610849e-01	5.194073e-01	1.825749e-01	4.695673e-01	1.870652e-01	9.789353e-02	1.666533e-01	
3.198115e+00	6.711223e-02	4.599256e-01	5.221683e-01	1.826883e-01	4.754086e-01	1.977252e-01	9.677681e-02	1.683103e-01	
3.226587e+00	6.894837e-02	4.603001e-01	5.244153e-01	1.828329e-01	4.804309e-01	2.046766e-01	9.588531e-02	1.698820e-01	
3.255313e+00	7.087596e-02	4.627395e-01	5.261139e-01	1.829874e-01	4.847494e-01	2.113522e-01	9.548546e-02	1.714730e-01	
3.284294e+00	7.284983e-02	4.655582e-01	5.275000e-01	1.830542e-01	4.890880e-01	2.161390e-01	9.511273e-02	1.730011e-01	
3.313533e+00	7.511115e-02	4.670614e-01	5.279230e-01	1.830766e-01	4.930904e-01	2.237195e-01	9.472031e-02	1.744206e-01	
3.343033e+00	7.789579e-02	4.664886e-01	5.257638e-01	1.829575e-01	4.945367e-01	2.282017e-01	9.430170e-02	1.755900e-01	
3.372796e+00	8.034217e-02	4.633536e-01	5.145892e-01	1.827988e-01	4.872744e-01	2.281939e-01	9.457371e-02	1.761110e-01	
3.402823e+00	8.298154e-02	4.627819e-01	5.046150e-01	1.829162e-01	4.844790e-01	2.322283e-01	9.525077e-02	1.772814e-01	
3.433118e+00	8.555009e-02	4.636193e-01	5.053211e-01	1.831368e-01	4.908685e-01	2.431424e-01	9.597328e-02	1.790702e-01	
3.463682e+00	8.773825e-02	4.644067e-01	5.166384e-01	1.830921e-01	4.992485e-01	2.519976e-01	9.660289e-02	1.802881e-01	
3.494519e+00	8.982531e-02	4.626480e-01	5.132511e-01	1.830705e-01	4.962463e-01	2.566593e-01	9.724820e-02	1.814434e-01	
3.525630e+00	9.162800e-02	4.641914e-01	5.234568e-01	1.832009e-01	5.050686e-01	2.696823e-01	1.011761e-01	1.832607e-01	
3.557018e+00	9.320290e-02	4.643490e-01	5.292372e-01	1.831194e-01	5.070119e-01	2.779982e-01	1.071385e-01	1.846469e-01	
3.588685e+00	9.487572e-02	4.632848e-01	5.303907e-01	1.830034e-01	5.059625e-01	2.829371e-01	1.114843e-01	1.856640e-01	
3.620635e+00	9.609101e-02	4.616685e-01	5.305473e-01	1.829251e-01	5.054338e-01	2.863780e-01	1.154836e-01	1.866473e-01	
3.652869e+00	9.743456e-02	4.596805e-01	5.303486e-01	1.828545e-01	5.043944e-01	2.890832e-01	1.189617e-01	1.875224e-01	
3.685389e+00	9.862885e-02	4.576843e-01	5.301510e-01	1.827392e-01	4.999655e-01	2.905957e-01	1.224550e-01	1.884763e-01	
3.718200e+00	1.000256e-01	4.551895e-01	5.305140e-01	1.826064e-01	4.942146e-01	2.923677e-01	1.250029e-01	1.893363e-01	
3.751302e+00	1.008696e-01	4.525525e-01	5.308653e-01	1.824816e-01	4.928127e-01	2.942668e-01	1.235577e-01	1.901435e-01	
3.784699e+00	1.013826e-01	4.497976e-01	5.308141e-01	1.822598e-01	4.954400e-01	2.951097e-01	1.217026e-01	1.907701e-01	
3.818394e+00	1.020508e-01	4.471073e-01	5.297724e-01	1.820438e-01	4.946341e-01	2.959973e-01	1.198439e-01	1.911518e-01	
3.852388e+00	1.029078e-01	4.450145e-01	5.282326e-01	1.817417e-01	4.916466e-01	2.983734e-01	1.179444e-01	1.914356e-01	
3.886686e+00	1.045948e-01	4.432091e-01	5.264438e-01	1.814858e-01	4.922311e-01	3.007061e-01	1.151393e-01	1.916197e-01	
3.921288e+00	1.065584e-01	4.410487e-01	5.244205e-01	1.812266e-01	4.923172e-01	3.018748e-01	1.113696e-01	1.916841e-01	
3.956199e+00	1.082324e-01	4.382696e-01	5.221409e-01	1.809482e-01	4.881410e-01	3.022772e-01	1.080508e-01	1.915543e-01	
3.991420e+00	1.097135e-01	4.343297e-01	5.196750e-01	1.806573e-01	4.837751e-01	3.026780e-01	1.056670e-01	1.916386e-01	
4.026955e+00	1.110353e-01	4.312776e-01	5.170951e-01	1.803364e-01	4.829314e-01	3.026689e-01	1.033740e-01	1.919307e-01	
4.062806e+00	1.119753e-01	4.302076e-01	5.143419e-01	1.800012e-01	4.820695e-01	3.019689e-01	1.006663e-01	1.922094e-01	
4.098976e+00	1.123807e-01	4.277517e-01	5.113719e-01	1.796640e-01	4.759561e-01	3.006203e-01	9.822811e-02	1.921853e-01	
4.135469e+00	1.126578e-01	4.245350e-01	5.077678e-01	1.793079e-01	4.681259e-01	2.991434e-01	9.688176e-02	1.920311e-01	
4.172286e+00	1.129653e-01	4.209465e-01	5.038360e-01	1.788691e-01	4.611030e-01	2.975686e-01	9.549758e-02	1.917155e-01	
4.209431e+00	1.132326e-01	4.169600e-01	4.982556e-01	1.783063e-01	4.537685e-01	2.953958e-01	9.405926e-02	1.913878e-01	
4.246907e+00	1.132101e-01	4.106786e-01	4.887965e-01	1.775805e-01	4.486168e-01	2.927780e-01	9.255253e-02	1.906976e-01	
4.284717e+00	1.125821e-01	4.058876e-01	4.700370e-01	1.766687e-01	4.390328e-01	2.903844e-01	9.144305e-02	1.900033e-01	
4.322863e+00	1.126333e-01	4.065676e-01	4.461702e-01	1.757442e-01	4.334002e-01	2.885319e-01	9.056896e-02	1.891421e-01	
4.361348e+00	1.127253e-01	4.035840e-01	4.316140e-01	1.747033e-01	4.207362e-01	2.858482e-01	8.964585e-02	1.879785e-01	
4.400177e+00	1.131196e-01	4.003333e-01	4.201443e-01	1.736950e-01	4.036228e-01	2.825058e-01	8.873105e-02	1.861970e-01	
4.439351e+00	1.129960e-01	3.971411e-01	4.195787e-01	1.726841e-01	3.919102e-01	2.792364e-01	8.781084e-02	1.836877e-01	
4.478873e+00	1.123531e-01	3.937611e-01	4.203813e-01	1.715154e-01	3.830731e-01	2.754576e-01	8.704247e-02	1.801563e-01	
4.518748e+00	1.119337e-01	3.901282e-01	4.118758e-01	1.700699e-01	3.839693e-01	2.709444e-01	8.667283e-02	1.759213e-01	
4.558978e+00	1.116806e-01	3.853541e-01	3.951468e-01	1.682682e-01	3.878135e-01	2.651940e-01	8.619197e-02	1.718931e-01	
4.599565e+00	1.118968e-01	3.796353e-01	3.736685e-01	1.661133e-01	3.794421e-01	2.591580e-01	8.593815e-02	1.685018e-01	
4.640515e+00	1.129642e-01	3.723429e-01	3.464494e-01	1.636905e-01	3.612126e-01	2.527184e-01	8.578178e-02	1.656248e-01	
4.681828e+00	1.138270e-01	3.643811e-01	3.321027e-01	1.612724e-01	3.438105e-01	2.462571e-01	8.639167e-02	1.641057e-01	
4.723510e+00	1.147338e-01	3.570497e-01	3.187814e-01	1.589874e-01	3.460661e-01	2.388704e-01	8.821902e-02	1.630733e-01	
4.765562e+00	1.151309e-01	3.501681e-01	3.036205e-01	1.569194e-01	3.399804e-01	2.286226e-01	8.908895e-02	1.617583e-01	
4.807989e+00	1.150178e-01	3.395419e-01	2.960129e-01	1.549900e-01	3.305564e-01	2.197149e-01	9.002721e-02	1.605648e-01	
4.850794e+00	1.161684e-01	3.246210e-01	2.852357e-01	1.531007e-01	3.202139e-01	2.180318e-01	9.088601e-02	1.610848e-01	
4.893980e+00	1.161437e-01	3.009050e-01	2.710741e-01	1.511298e-01	3.118442e-01	2.137159e-01	9.160385e-02	1.608087e-01	
4.937550e+00	1.171722e-01	2.825103e-01	2.579151e-01	1.489117e-01	3.080237e-01	2.072354e-01	9.194917e-02	1.597392e-01	
4.981508e+00	1.192222e-01	2.800279e-01	2.458761e-01	1.463349e-01	3.049815e-01	2.016888e-01	9.096599e-02	1.571492e-01	
5.025857e+00	1.203645e-01	2.816840e-01	2.304859e-01	1.435308e-01	2.979093e-01	1.977887e-01	8.969757e-02	1.575823e-01	
5.070602e+00	1.214929e-01	2.765689e-01	2.182815e-01	1.405782e-01	2.873502e-01	1.963142e-01	8.833793e-02	1.589044e-01	
5.115744e+00	1.228851e-01	2.646757e-01	2.101669e-01	1.374515e-01	2.746197e-01	1.943102e-01	8.634329e-02	1.584860e-01	
5.161289e+00	1.236818e-01	2.508858e-01	1.981187e-01	1.341097e-01	2.604315e-01	1.906550e-01	8.374326e-02	1.577227e-01	
5.207239e+00	1.240784e-01	2.453332e-01	1.881075e-01	1.307085e-01	2.461875e-01	1.839721e-01	8.110687e-02	1.571360e-01	
5.253598e+00	1.238990e-01	2.482323e-01	1.793352e-01	1.274601e-01	2.335490e-01	1.748221e-01	7.852794e-02	1.566064e-01	
5.300370e+00	1.231114e-01	2.541228e-01	1.685335e-01	1.246525e-01	2.234583e-01	1.661502e-01	7.613476e-02	1.561553e-01	
5.347558e+00	1.222778e-01	2.571543e-01	1.615651e-01	1.223131e-01	2.145875e-01	1.562902e-01	7.393626e-02	1.560385e-01	
5.395166e+00	1.208562e-01	2.497214e-01	1.536318e-01	1.198020e-01	2.064946e-01	1.507962e-01	7.156830e-02	1.561682e-01	
5.443199e+00	1.190973e-01	2.428669e-01	1.476470e-01	1.174069e-01	1.984722e-01	1.474708e-01	6.923298e-02	1.560456e-01	
5.491658e+00	1.171686e-01	2.444786e-01	1.483593e-01	1.156273e-01	1.911050e-01	1.419987e-01	6.716516e-02	1.555986e-01	
5.540550e+00	1.145628e-01	2.438610e-01	1.530775e-01	1.140701e-01	1.837805e-01	1.351080e-01	6.518966e-02	1.551299e-01	
5.589876e+00	1.121357e-01	2.293726e-01	1.549901e-01	1.121128e-01	1.771724e-01	1.293990e-01	6.295946e-02	1.543281e-01	
5.639642e+00	1.096756e-01	2.223599e-01	1.521872e-01	1.099605e-01	1.714250e-01	1.212581e-01	6.059404e-02	1.535535e-01	
5.689851e+00	1.060544e-01	2.281687e-01	1.465253e-01	1.082954e-01	1.696934e-01	1.136013e-01	5.888328e-02	1.521830e-01	
5.740506e+00	1.030703e-01	2.343347e-01	1.406806e-01	1.066912e-01	1.679368e-01	1.051745e-01	5.756200e-02	1.503336e-01	
5.791613e+00	1.007887e-01	2.330414e-01	1.329593e-01	1.042632e-01	1.646869e-01	9.768785e-02	5.606348e-02	1.469656e-01	
5.843175e+00	9.844486e-02	2.306321e-01	1.247252e-01	1.013980e-01	1.626521e-01	9.429821e-02	5.456291e-02	1.434369e-01	
5.895195e+00	9.776215e-02	2.262052e-01	1.167231e-01	9.831573e-02	1.576942e-01	8.589288e-02	5.295718e-02	1.392389e-01	
5.947679e+00	9.472330e-02	2.149256e-01	1.090410e-01	9.517361e-02	1.540558e-01	7.731463e-02	5.132585e-02	1.343738e-01	
6.000630e+00	9.098837e-02	2.054137e-01	1.025021e-01	9.252435e-02	1.465833e-01	6.731900e-02	5.002549e-02	1.292099e-01	
6.054053e+00	8.699412e-02	2.189722e-01	9.893791e-02	9.069132e-02	1.406018e-01	5.632354e-02	4.910295e-02	1.245363e-01	
6.107951e+00	8.817401e-02	2.355468e-01	9.786593e-02	8.956944e-02	1.391012e-01	4.653540e-02	4.854111e-02	1.216954e-01	
6.162329e+00	9.443389e-02	2.367984e-01	9.674160e-02	8.880917e-02	1.368596e-01	4.226525e-02	4.830013e-02	1.220623e-01	
6.217191e+00	1.005134e-01	2.333694e-01	9.644866e-02	8.885825e-02	1.354487e-01	4.929975e-02	4.845266e-02	1.235685e-01	
6.272542e+00	1.061613e-01	2.331510e-01	9.580897e-02	8.913162e-02	1.342210e-01	6.332594e-02	4.870922e-02	1.221844e-01	
6.328385e+00	1.107456e-01	2.390729e-01	9.481946e-02	8.957070e-02	1.347455e-01	7.151935e-02	4.903228e-02	1.170159e-01	
6.384726e+00	1.141715e-01	2.475427e-01	9.522754e-02	9.018396e-02	1.358804e-01	7.449589e-02	4.941077e-02	1.099565e-01	
6.441568e+00	1.164736e-01	2.522546e-01	9.524018e-02	9.046582e-02	1.367210e-01	7.814503e-02	4.963832e-02	1.036133e-01	
6.498916e+00	1.160775e-01	2.524983e-01	9.361719e-02	9.032080e-02	1.359994e-01	8.495198e-02	4.967105e-02	9.944811e-02	
6.556774e+00	1.126697e-01	2.497311e-01	9.252689e-02	8.995456e-02	1.342823e-01	9.128410e-02	4.960324e-02	9.757254e-02	
6.615148e+00	1.083364e-01	2.479974e-01	9.089830e-02	8.937248e-02	1.303622e-01	9.338202e-02	4.943694e-02	9.785630e-02	
6.674042e+00	1.025869e-01	2.478140e-01	8.989858e-02	8.906796e-02	1.282994e-01	9.245925e-02	4.939892e-02	9.971121e-02	
6.733460e+00	1.027433e-01	2.418938e-01	8.943903e-02	8.891571e-02	1.241878e-01	8.884044e-02	4.943163e-02	1.022823e-01	
6.793406e+00	1.081155e-01	2.344142e-01	8.772195e-02	8.830077e-02	1.181187e-01	8.279856e-02	4.925237e-02	1.039711e-01	
6.853887e+00	1.138988e-01	2.308566e-01	8.580253e-02	8.737980e-02	1.142612e-01	7.621124e-02	4.893268e-02	1.035236e-01	
6.914906e+00	1.174515e-01	2.254219e-01	8.463622e-02	8.624079e-02	1.120334e-01	6.937480e-02	4.851247e-02	1.049664e-01	
6.976468e+00	1.202859e-01	2.167085e-01	8.275100e-02	8.455323e-02	1.073042e-01	6.332409e-02	4.783853e-02	1.042577e-01	
7.038578e+00	1.221088e-01	2.075535e-01	8.020289e-02	8.251132e-02	1.013472e-01	5.936732e-02	4.699914e-02	1.055943e-01	
7.101241e+00	1.224914e-01	2.031730e-01	7.732316e-02	8.019326e-02	9.542293e-02	5.727265e-02	4.602915e-02	1.114136e-01	
7.164462e+00	1.240004e-01	1.975698e-01	7.437361e-02	7.757229e-02	8.743829e-02	5.465009e-02	4.491491e-02	1.160904e-01	
7.228246e+00	1.242258e-01	1.909156e-01	7.053239e-02	7.461920e-02	7.972203e-02	5.180633e-02	4.364139e-02	1.191775e-01	
7.292598e+00	1.247216e-01	1.844527e-01	6.659217e-02	7.136580e-02	7.197039e-02	4.892354e-02	4.222185e-02	1.208409e-01	
7.357523e+00	1.251566e-01	1.734137e-01	6.261994e-02	6.779344e-02	6.421856e-02	4.563228e-02	4.061343e-02	1.203597e-01	
7.423025e+00	1.259388e-01	1.629849e-01	5.847671e-02	6.392236e-02	5.700636e-02	4.170734e-02	3.885262e-02	1.189086e-01	
7.489111e+00	1.266792e-01	1.533662e-01	5.387653e-02	5.981908e-02	5.050338e-02	3.793526e-02	3.697397e-02	1.163152e-01	
7.555786e+00	1.271460e-01	1.445127e-01	4.925087e-02	5.558912e-02	4.632021e-02	3.415483e-02	3.503252e-02	1.129904e-01	
7.623053e+00	1.285506e-01	1.387220e-01	4.469534e-02	5.111206e-02	4.944811e-02	3.102218e-02	3.296631e-02	1.087692e-01	
